Id,Name,Identity,Alignment,Eyes,Hair,Sex,Alive,Appearances,First_appeared,Planet,Universe
17480,Jeven Ognats,Public,Good,Brown,Brown,Male,Yes,4,"1994, October",Unknown,DC
17481,Iron Jaws,Public,Good,Brown,Brown,Male,No,4,"1972, June",New Earth,DC
17482,Silver,Public,Bad,Silver,No,Unknown,Yes,1,"1997, November",Earth-616,Marvel
17483,Nicky Lincoln,Public,Bad,Blue,Blond,Male,No,4,"1996, August",New Earth,DC
17484,Doctor Smart,Secret,Bad,Brown,Black,Male,Yes,1,"1941, June",Earth-616,Marvel
17485,Imp in the Violin,Secret,Neutral,Blue,No,Male,Yes,1,"1948, December",Earth-616,Marvel
17486,Caesar of Crime,Public,Bad,Brown,Black,Male,Yes,1,"1955, September",Earth-616,Marvel
17487,Bud Cable,Secret,Bad,Brown,Black,Male,Yes,2,"1989, January",Earth-616,Marvel
17488,Daniel Hall,Secret,Neutral,White,White,Male,Yes,11,"1991, January",New Earth,DC
17489,Poprocket,Secret,Good,Blue,Pink,Female,Yes,7,"2009, January",New Earth,DC
17490,Oshtur,Secret,Good,Variable,Variable,Female,Yes,8,"1964, May",Earth-616,Marvel
17491,Brood,Public,Neutral,Yellow,No,Female,Yes,39,"2007, May",Earth-616,Marvel
17492,Euphemus,Public,Bad,Brown,Blond,Male,Yes,6,"2009, March",New Earth,DC
17493,Goldie the Gargoyle,Public,Neutral,Black,White,Male,Yes,10,"1989, February",New Earth,DC
17494,Richard Deacon,Secret,Neutral,Red,Brown,Male,Yes,34,"1976, November",Earth-616,Marvel
17495,Pavane,Secret,Bad,Brown,Blond,Female,Yes,6,"1975, August",Earth-616,Marvel
17496,Biff Bradley,Public,Good,Green,Brown,Male,No,4,"1998, October",New Earth,DC
17497,Anton Lupeski,Non-dual,Bad,Blue,Black,Male,No,10,"1976, June",Earth-616,Marvel
17498,Word,Secret,Good,Brown,Blond,Unknown,Yes,5,"1994, October",New Earth,DC
17499,Maxwell Jordan,Secret,Good,Brown,Brown,Male,No,16,"2004, July",Earth-616,Marvel
17500,Melvin Scarbo,Secret,Bad,Brown,Bald,Male,Yes,9,"1970, March",Earth-616,Marvel
17501,Whip Wilson,Public,Good,Brown,Blond,Male,Yes,1,"1950, April",Earth-616,Marvel
17502,Professor Rocher,Public,Bad,Blue,Bald,Male,Yes,1,"1943, May",Earth-616,Marvel
17503,Kadesha Banu,Secret,Good,Brown,Brown,Female,No,2,"1989, May",New Earth,DC
17504,Senus,Public,Neutral,Red,Blond,Male,Yes,1,"2008, December",Earth-616,Marvel
17505,Emil Gregg,Secret,Neutral,Black,Blond,Male,Yes,7,"1985, October",Earth-616,Marvel
17506,Jonas Keller,Secret,Bad,Black,Black,Male,No,2,"2003, May",Earth-616,Marvel
17507,Lyle Crawford,Public,Bad,Black,Bald,Male,Yes,1,"2002, September",Earth-616,Marvel
17508,Jesus Badalemente,Public,Good,Red,Brown,Male,Yes,1,"1990, August",Earth-616,Marvel
17509,Ghost Hiding in the Rushes,Public,Good,Black,Blond,Male,Yes,7,"1986, April",New Earth,DC
17510,Koth,Secret,Good,Brown,Bald,Male,Yes,11,"1983, May",Earth-616,Marvel
17511,Joseph Mason,Public,Neutral,Green,Black,Male,Yes,9,"1990, February",New Earth,DC
17512,Riot,Secret,Bad,Brown,Brown,Female,Yes,3,"1993, June",New Earth,DC
17513,Gregory Russoff,Public,Neutral,Blue,Grey,Male,No,7,"1972, February",Earth-616,Marvel
17514,Razorhead,Secret,Bad,Yellow,Black,Male,Yes,3,"2003, January",Earth-616,Marvel
17515,Actor,Secret,Bad,Blue,Black,Male,No,2,"1963, June",Earth-616,Marvel
17516,Fritz Bruck,Public,Bad,Blue,Blond,Male,No,1,"1943, September",Earth-616,Marvel
17517,Augustine du Lac,Secret,Bad,Brown,Black,Male,Yes,8,"2005, June",Earth-616,Marvel
17518,Sentinels Mk V,Non-dual,Bad,Yellow,No,Unknown,Yes,7,"1983, April",Earth-616,Marvel
17519,Captain Mansfield,Public,Good,Gold,Brown,Male,Yes,1,"1985, September",Earth-616,Marvel
17520,Jim Gardley,Secret,Good,Blue,Black,Male,Yes,15,"1939, October",Earth-616,Marvel
17521,Samuel Daly,Public,Good,Pink,Blond,Male,Yes,7,"1979, May",Earth-616,Marvel
17522,Mupo,Public,Neutral,Brown,Black,Male,Yes,6,"1969, August",New Earth,DC
17523,Ferid Ekmecic,Non-dual,Bad,Blue,Black,Male,No,1,"2011, May",Earth-616,Marvel
17524,Blackie,Secret,Bad,Blue,Brown,Male,Yes,6,"1965, August",Earth-616,Marvel
17525,Mustafa Kazun,Secret,Bad,Brown,Black,Male,Yes,3,"2010, September",Earth-616,Marvel
17526,Marked Man,Secret,Bad,Green,Brown,Male,Yes,3,"1989, December",Earth-616,Marvel
17527,Matoo Pree,Public,Good,Yellow,Orange,Male,Yes,6,"2007, December",New Earth,DC
17528,Submissionary Judah,Public,Neutral,Black,Black,Male,No,2,"2005, June",New Earth,DC
17529,Carl Josten,Public,Bad,Blue,Brown,Male,No,5,"1998, July",Earth-616,Marvel
17530,Jacques Duquesne,Known to Authorities,Good,Blue,Black,Male,Yes,111,"1965, August",Earth-616,Marvel
17531,Kristal van Helden,Secret,Bad,Brown,Black,Female,No,1,"2003, April",Earth-616,Marvel
17532,Tong,Secret,Good,Blue,No,Female,Yes,67,"2010, March",Earth-616,Marvel
17533,Marge Dover,Public,Good,Blue,Blond,Female,No,1,"2001, December",New Earth,DC
17534,Gouzar,Non-dual,Bad,Blue,Black,Male,Yes,5,"2012, December",Earth-616,Marvel
17535,Zahnmorder,Secret,Bad,Brown,Bald,Male,No,4,"1991, September",Earth-616,Marvel
17536,Alejandro Montoya,Secret,Good,Brown,Black,Male,Yes,18,"1979, August",Earth-616,Marvel
17537,Marsha Rosenberg,Secret,Good,Blue,Black,Female,Yes,29,"1984, July",Earth-616,Marvel
17538,Frederick Danvers,Public,Good,Brown,Black,Male,Yes,5,"1996, September",New Earth,DC
17539,Seer Ruggle,Public,Bad,Brown,Brown,Female,Yes,2,"2007, August",New Earth,DC
17540,Eric Ward,Public,Bad,Brown,Brown,Male,Yes,1,"1943, March",Earth-616,Marvel
17541,Lartys,Public,Good,White,Red,Female,Yes,1,"1994, September",New Earth,DC
17542,David Green,Secret,Good,White,Auburn,Male,Yes,1,"2009, July",Earth-616,Marvel
17543,Dima Alekov Kaganitzky,Secret,Neutral,Blue,Black,Male,No,6,"1994, September",Earth-616,Marvel
17544,Warren White,Secret,Bad,Blue,Black,Male,Yes,15,"2003, July",New Earth,DC
17545,Omerta,Secret,Good,Blue,Black,Male,Yes,1,"1992, May",Earth-616,Marvel
17546,Doctor Markov,Public,Bad,Brown,Grey,Male,No,1,"1954, February",Earth-616,Marvel
17547,Sondra Burgos,Public,Good,Brown,Auburn,Female,Yes,3,"2002, December",Earth-616,Marvel
17548,Modulus,Public,Neutral,Green,Green,Unknown,Yes,4,"2002, December",Earth-616,Marvel
17549,Kimura,Public,Bad,Green,Black,Female,Yes,18,"2006, December",Earth-616,Marvel
17550,Oshun,Secret,Good,Photocellular,White,Female,Yes,4,"2005, October",Earth-616,Marvel
17551,Killian,Secret,Bad,Brown,Brown,Male,Yes,4,"2000, September",Earth-616,Marvel
17552,Fist of Allah,Secret,Bad,Brown,Black,Male,Yes,1,"1988, March",New Earth,DC
17553,Daniel Drumm,Public,Neutral,Brown,Black,Male,No,38,"1973, September",Earth-616,Marvel
17554,Skyler Wolf,Secret,Good,Brown,Blond,Male,Yes,2,"1984, September",Earth-616,Marvel
17555,Four of Diamonds I,Non-dual,Bad,Brown,Brown,Male,No,1,"2009, October",New Earth,DC
17556,Bill,Non-dual,Bad,Brown,No,Male,Yes,1,"1990, July",Earth-616,Marvel
17557,Dan Smoltz,Public,Neutral,Black,Bald,Male,Yes,1,"2008, February",Earth-616,Marvel
17558,Kaliber,Secret,Bad,Blue,Red,Male,Yes,5,"1992, April",New Earth,DC
17559,Phyla-Vell,Public,Good,Blue,White,Female,No,56,"2004, January",Earth-616,Marvel
17560,Protector,Non-dual,Bad,Yellow,No,Unknown,Yes,4,"1974, January",Earth-616,Marvel
17561,James Ewell Brown Stuart,Public,Good,Grey,Brown,Male,No,212,"1961, May",New Earth,DC
17562,Volunteer,Public,Bad,Black,Blond,Male,Yes,2,"1989, October",New Earth,DC
17563,Curtis Ranklin,Secret,Bad,Brown,Brown,Male,Yes,1,"1976, September",Earth-616,Marvel
17564,Ohyaku,Secret,Bad,Photocellular,Black,Female,Yes,6,"2009, November",Earth-616,Marvel
17565,Hulk-Killer,Public,Bad,Hazel,Blond,Unknown,Yes,2,"1966, December",Earth-616,Marvel
17566,Eva,Secret,Neutral,Blue,Red,Female,Yes,1,"2012, September",Earth-616,Marvel
17567,Etienne Marceaux,Secret,Neutral,Blue,Blond,Male,No,1,"1999, July",Earth-616,Marvel
17568,Sleipnir,Secret,Good,Black,Black,Male,Yes,20,"1978, August",Earth-616,Marvel
17569,Margaret Thatcher,Public,Bad,Brown,Brown,Female,Yes,1,"1988, March",New Earth,DC
17570,Axel Bohusk,Public,Good,Green,Brown,Male,Yes,11,"2003, July",Earth-616,Marvel
17571,Louise Lincoln,Public,Bad,Blue,Blue,Female,Yes,71,"1984, March",New Earth,DC
17572,Robert Drake,Secret,Good,Brown,Brown,Male,Yes,1265,"1963, September",Earth-616,Marvel
17573,Mageddon,Secret,Bad,Blue,Brown,Genderless,Yes,8,"1998, February",New Earth,DC
17574,Skreet,Public,Bad,Pink,Black,Female,Yes,23,"1995, January",Earth-616,Marvel
17575,Mary Kelleher,Public,Good,Blue,Blond,Female,Yes,2,"1997, July",Earth-616,Marvel
17576,Sirius,Public,Bad,Brown,Green,Male,No,2,"1984, April",Earth-616,Marvel
17577,Boxx,Secret,Good,Brown,Black,Male,No,1,"2013, June",Earth-616,Marvel
17578,Ghaur,Secret,Bad,Yellow,Blue,Male,Yes,39,"1985, November",Earth-616,Marvel
17579,Seneca,Secret,Good,Blue,Black,Male,Yes,8,"1994, April",New Earth,DC
17580,Chillblaine II,Secret,Bad,Green,Brown,Male,Yes,1,"1994, March",New Earth,DC
17581,Gillian Pritikin,Secret,Bad,White,Green,Female,Yes,5,"1992, July",Earth-616,Marvel
17582,Lurlan Dupo,Public,Bad,Black,Red,Male,Yes,7,"1986, February",New Earth,DC
17583,Rainbow,Secret,Good,Brown,Black,Female,Yes,5,"1981, December",Earth-616,Marvel
17584,Waltham Pierce,Non-dual,Bad,Brown,Blond,Male,No,1,"2000, March",Earth-616,Marvel
17585,Deep-Sea Fungus,Public,Good,Brown,Orange,Unknown,Yes,1,"1963, May",Earth-616,Marvel
17586,Noah Burstein,Non-dual,Good,Yellow,Brown,Male,Yes,41,"1972, June",Earth-616,Marvel
17587,Edward Passim,Secret,Good,Green,White,Male,Yes,9,"1993, August",Earth-616,Marvel
17588,Flugron,Public,Neutral,Brown,No,Unknown,Yes,1,"2008, October",Earth-616,Marvel
17589,Manfred Adler,Non-dual,Bad,Blue,Black,Male,Yes,8,"1965, January",Earth-616,Marvel
17590,Gianna Esperanza,Secret,Bad,Blue,Brown,Female,No,5,"1999, March",Earth-616,Marvel
17591,David Hersch,Public,Bad,Blue,Black,Male,Yes,19,"2001, March",New Earth,DC
17592,Frances Delon,Public,Good,Brown,Blond,Female,Yes,3,"1973, April",Earth-616,Marvel
17593,Djinn,Secret,Bad,Blue,Black,Male,Yes,5,"1987, May",New Earth,DC
17594,Hate-Monger,Secret,Bad,Brown,Bald,Male,No,6,"2007, June",Earth-616,Marvel
17595,Sprite,Public,Good,Blue,Red,Male,No,30,"1977, March",Earth-616,Marvel
17596,Russell Wolf,Secret,Good,Green,Black,Male,Yes,3,"1995, July",New Earth,DC
17597,William Grant Nelson,Secret,Neutral,Green,Orange,Male,Yes,6,"2010, June",Earth-616,Marvel
17598,Clarice Ferguson,Secret,Good,Green,Magenta,Female,Yes,24,"1994, October",Earth-616,Marvel
17599,Benazir Kaur,Secret,Bad,Blue,Black,Female,Yes,1,"1994, October",Earth-616,Marvel
17600,Mele,Public,Good,Black,Brown,Male,Yes,3,"1982, April",Earth-616,Marvel
17601,Wu Cheng,Public,Good,Blue,Black,Male,No,4,"1982, October",New Earth,DC
17602,Agent Liberty II,Secret,Good,Brown,Black,Female,Yes,2,"2009, October",New Earth,DC
17603,Ulysses Dragonblood,Secret,Good,White,Bald,Male,Yes,5,"1998, November",Earth-616,Marvel
17604,Doctor Krypt,Secret,Neutral,Blue,Green,Male,Yes,1,"1997, August",Earth-616,Marvel
17605,Mynos,Secret,Bad,Blue,Black,Male,Yes,1,"1995, January",Earth-616,Marvel
17606,Rip Roar,Public,Bad,Red,Red,Male,Yes,1,"1998, October",New Earth,DC
17607,Jaq,Non-dual,Neutral,Green,Blond,Unknown,Yes,1,"1999, December",Earth-616,Marvel
17608,Matthew Savage,Public,Good,Blue,Brown,Male,Yes,17,"1959, October",New Earth,DC
17609,Grondaar,Public,Good,Red,Grey,Male,No,1,"2009, September",Earth-616,Marvel
17610,Marylin,Public,Good,Brown,Brown,Female,No,3,"2003, October",Earth-616,Marvel
17611,General Zahl,Public,Bad,Black,Blond,Male,No,9,"1968, October",New Earth,DC
17612,Jeremiah Duncan,Public,Neutral,Grey,Black,Male,Yes,11,"1986, June",New Earth,DC
17613,Supreme One,Secret,Bad,Brown,Black,Male,Yes,5,"1966, May",Earth-616,Marvel
17614,Jasper Daniels,Secret,Bad,Blue,Black,Male,Yes,5,"1976, July",Earth-616,Marvel
17615,Jason Dean,Secret,Bad,Blue,Grey,Male,Yes,3,"1977, August",Earth-616,Marvel
17616,Herb Bannion,Secret,Bad,Brown,Brown,Male,Yes,6,"1987, January",Earth-616,Marvel
17617,James Murch,Public,Good,Brown,Brown,Male,No,13,"2005, January",Earth-616,Marvel
17618,Isabel Glenn,Public,Good,Blue,Red,Female,Yes,1,"2010, January",New Earth,DC
17619,Lippy Louie,Secret,Bad,Green,No,Male,Yes,6,"1969, October",Earth-616,Marvel
17620,Bev Sykes,Non-dual,Good,Brown,Brown,Female,Yes,15,"2007, August",Earth-616,Marvel
17621,Bedovian,Public,Bad,Purple,Black,Male,Yes,10,"2007, July",New Earth,DC
17622,Armand Lydecker,Secret,Bad,Blue,No,Male,Yes,9,"1958, March",New Earth,DC
17623,Moses Magnum,Public,Bad,Brown,Black,Male,Yes,26,"1975, April",Earth-616,Marvel
17624,Vessel,Secret,Bad,Red,Black,Male,No,14,"1995, August",Earth-616,Marvel
17625,Radiant,Public,Good,Blue,Red,Genderless,No,4,"1994, May",New Earth,DC
17626,Tu,Public,Good,Red,White,Male,Yes,22,"1971, June",Earth-616,Marvel
17627,Maht Pacle,Secret,Good,White,Black,Male,Yes,8,"1987, October",Earth-616,Marvel
17628,Jean Grey,Public,Good,Green,Red,Female,No,1107,"1963, September",Earth-616,Marvel
17629,Xira,Public,Bad,Brown,Brown,Female,Yes,6,"1994, February",Earth-616,Marvel
17630,Huang Qiaolian,Public,Bad,Brown,Black,Female,Yes,1,"2010, December",Earth-616,Marvel
17631,Ruby Yen,Public,Bad,Black,Black,Male,Yes,1,"1943, September",Earth-616,Marvel
17632,Integer,Secret,Bad,Black,No,Male,Yes,2,"1999, April",Earth-616,Marvel
17633,Max,Public,Good,Brown,Black,Unknown,Yes,11,"1983, October",New Earth,DC
17634,Glow,Secret,Neutral,Brown,Brown,Unknown,Yes,5,"1985, June",Earth-616,Marvel
17635,Amanda Saint,Non-dual,Good,Brown,Blond,Female,Yes,6,"1973, October",Earth-616,Marvel
17636,Carter Hall,Secret,Good,Blue,Brown,Male,Yes,803,"1940, January",New Earth,DC
17637,Inhuman Torch,Secret,Bad,Red,No,Male,Yes,3,"2010, May",Earth-616,Marvel
17638,Victor Lanza,Secret,Good,Brown,White,Male,No,9,"1971, March",New Earth,DC
17639,Elijah Jackson,Public,Good,Black,White,Male,Yes,1,"1994, February",Earth-616,Marvel
17640,Gerry Lequarre,Secret,Good,Brown,Blond,Male,Yes,11,"1997, January",Earth-616,Marvel
17641,Johnny Blake,Public,Good,Brown,Blond,Male,Yes,8,"1964, February",New Earth,DC
17642,William Matthew Talbot,Non-dual,Neutral,Blue,Black,Male,Yes,5,"1995, December",Earth-616,Marvel
17643,Stavros Markos,Secret,Bad,Blue,White,Male,Yes,1,"1979, August",New Earth,DC
17644,Rayyana,Public,Good,Blue,Brown,Female,No,1,"1993, August",New Earth,DC
17645,Lord Wotonby,Public,Bad,Brown,Brown,Male,No,1,"1941, September",Earth-616,Marvel
17646,Miranda Bayer,Secret,Good,Purple,Purple,Female,Yes,5,"2010, May",Earth-616,Marvel
17647,Harlan Brooks,Public,Neutral,Photocellular,Grey,Male,Yes,3,"1988, June",New Earth,DC
17648,Jeff Dix,Public,Good,Black,Black,Male,Yes,8,"1942, May",Earth-616,Marvel
17649,Henri Claude Tibet,Public,Good,Orange,Brown,Male,Yes,10,"1989, December",New Earth,DC
17650,Tarn,Public,Good,Black,Brown,Male,Yes,8,"2000, October",Earth-616,Marvel
17651,Synn,Public,Bad,Red,Black,Female,Yes,11,"1984, December",New Earth,DC
17652,Nichi,Public,Bad,Brown,Bald,Male,No,1,"1943, December",Earth-616,Marvel
17653,Pyo,Secret,Good,Blue,Red,Female,No,2,"2006, May",Earth-616,Marvel
17654,Achelous,Secret,Bad,Brown,Brown,Male,No,12,"2005, June",Earth-616,Marvel
17655,Kade Kilgore,Public,Bad,Black,Black,Male,Yes,24,"2011, September",Earth-616,Marvel
17656,Kareesh-Bek,Public,Bad,Brown,Grey,Male,Yes,1,"1982, April",Earth-616,Marvel
17657,Russell,Secret,Bad,Brown,Bald,Male,No,11,"1988, November",Earth-616,Marvel
17658,Anthony Grant,Secret,Bad,White,No,Male,Yes,9,"1992, June",Earth-616,Marvel
17659,Dallas Huxley,Public,Good,Brown,Black,Male,Yes,2,"2003, January",Earth-616,Marvel
17660,Osira,Public,Bad,Blue,Black,Female,Yes,5,"1977, May",New Earth,DC
17661,Shapur,Public,Neutral,Brown,Black,Male,Yes,13,"1986, April",Earth-616,Marvel
17662,Ulysses Grant,Public,Good,Blue,Brown,Male,Yes,3,"1974, August",New Earth,DC
17663,Liana Feeser,Secret,Bad,Blue,Grey,Female,Yes,5,"2010, August",Earth-616,Marvel
17664,Franz,Non-dual,Bad,Blue,Black,Male,No,3,"2004, July",Earth-616,Marvel
17665,Vitchen,Public,Bad,White,Brown,Male,Yes,4,"2000, December",Earth-616,Marvel
17666,Cordon,Public,Bad,Brown,Black,Male,Yes,1,"2002, March",Earth-616,Marvel
17667,Marion Grange,Public,Good,Blue,White,Female,No,15,"1996, February",New Earth,DC
17668,Alix Harrower,Secret,Good,White,Red,Female,Yes,22,"2006, January",New Earth,DC
17669,Five of Diamonds II,Non-dual,Bad,Brown,Blond,Male,No,1,"2009, October",New Earth,DC
17670,Jason Powell,Public,Neutral,White,Blond,Male,Yes,47,"1991, March",Earth-616,Marvel
17671,Dave,Public,Good,Brown,Brown,Male,Yes,2,"1966, June",Earth-616,Marvel
17672,Slough,Secret,Bad,Grey,Grey,Male,Yes,1,"2007, April",Earth-616,Marvel
17673,Aaron Stankey,Non-dual,Neutral,Green,Brown,Male,Yes,3,"1977, September",Earth-616,Marvel
17674,Von Wolheim,Public,Bad,Blue,Black,Male,Yes,1,"1944, June",Earth-616,Marvel
17675,Shatterfist I,Secret,Bad,Brown,Black,Male,No,10,"1985, January",New Earth,DC
17676,Carlton Velcro,Secret,Bad,Brown,Black,Male,Yes,7,"1975, June",Earth-616,Marvel
17677,Badd Axe,Secret,Bad,Green,Bald,Male,Yes,9,"1999, September",Earth-616,Marvel
17678,Sangre,Secret,Bad,Blue,Bald,Male,Yes,5,"2006, September",Earth-616,Marvel
17679,Mary Windhart,Secret,Neutral,Blue,Blond,Female,Yes,2,"1989, May",Earth-616,Marvel
17680,William Read,Secret,Bad,Blue,Black,Male,Yes,2,"1989, December",Earth-616,Marvel
17681,Zona,Secret,Bad,Variable,Blond,Female,Yes,3,"1998, December",Earth-616,Marvel
17682,Wanda Maximoff,Secret,Bad,Green,No,Female,Yes,3,"2008, June",Earth-616,Marvel
17683,Arch Murdock,Non-dual,Bad,Blue,Red,Male,Yes,1,"1946, December",Earth-616,Marvel
17684,Holden Crane,Public,Good,Brown,Black,Male,No,1,"1973, November",Earth-616,Marvel
17685,Nat Scott,Secret,Bad,Blue,Brown,Male,Yes,1,"1945, March",Earth-616,Marvel
17686,Glazier,Secret,Bad,Brown,White,Female,Yes,1,"1981, August",Earth-616,Marvel
17687,Kyknos,Public,Bad,Yellow,No,Male,No,14,"2008, June",Earth-616,Marvel
17688,Mister Phillips,Secret,Bad,Blue,Brown,Male,Yes,1,"1942, April",Earth-616,Marvel
17689,Leland McCauley,Secret,Good,Brown,White,Male,No,2,"2009, May",New Earth,DC
17690,Keng Quan Chee,Public,Good,Brown,Black,Female,Yes,4,"1988, November",New Earth,DC
17691,Mister Toad,Public,Bad,Blue,Brown,Male,No,2,"2009, August",New Earth,DC
17692,Conserve And Protect,Public,Bad,Blue,No,Unknown,Yes,3,"2008, April",Earth-616,Marvel
17693,Aten,Public,Good,Red,Brown,Male,Yes,2,"2000, May",New Earth,DC
17694,Jennifer Nyles,Public,Neutral,Blue,Blond,Female,Yes,8,"1991, October",Earth-616,Marvel
17695,Jenni Pate,Secret,Bad,Brown,Pink,Female,No,3,"2009, August",Earth-616,Marvel
17696,Tannarak,Secret,Bad,Blue,Black,Male,Yes,23,"1970, December",New Earth,DC
17697,Vera Lynn Black,Secret,Good,Blue,Blond,Female,Yes,14,"2004, August",New Earth,DC
17698,Tsaritsa,Secret,Bad,Blue,Black,Female,Yes,8,"2000, November",New Earth,DC
17699,Scar,Secret,Bad,Black,Bald,Male,No,1,"1941, October",Earth-616,Marvel
17700,Neutron,Secret,Good,Blue,No,Male,Yes,3,"2010, May",Earth-616,Marvel
17701,Tahr,Public,Good,Black,White,Male,Yes,3,"1982, September",New Earth,DC
17702,Victor Mancha,Non-dual,Good,Green,Brown,Male,Yes,74,"2005, April",Earth-616,Marvel
17703,Samuel Burley,Secret,Bad,Black,Brown,Male,Yes,3,"1977, September",Earth-616,Marvel
17704,Glenda Mark,Public,Good,Blue,Blond,Female,Yes,36,"1972, September",New Earth,DC
17705,Mattie Harcourt,Public,Good,Brown,Black,Female,Yes,4,"1996, September",New Earth,DC
17706,Mikhal Oglu,Public,Bad,Brown,Black,Male,Yes,1,"1973, February",Earth-616,Marvel
17707,Maxima,Public,Good,Brown,Red,Female,No,124,"1989, September",New Earth,DC
17708,Stanley Carter,Secret,Bad,Blue,Brown,Male,No,21,"1985, October",Earth-616,Marvel
17709,Aged Genghis,Public,Neutral,Brown,Bald,Male,Yes,12,"1965, September",Earth-616,Marvel
17710,Miles von Croft,Secret,Bad,Blue,Black,Male,Yes,1,"1968, August",Earth-616,Marvel
17711,Oculus,Secret,Neutral,Blue,Black,Male,Yes,1,"1997, September",Earth-616,Marvel
17712,Elizabeth Chapel,Secret,Good,Brown,Black,Female,No,43,"1985, October",New Earth,DC
17713,Rieg Davan,Secret,Good,Brown,Brown,Male,No,24,"1976, October",Earth-616,Marvel
17714,Dean Prentiss,Non-dual,Bad,White,Black,Male,Yes,1,"1954, June",Earth-616,Marvel
17715,Karl Kraft,Public,Bad,Photocellular,Bald,Male,Yes,1,"1944, March",Earth-616,Marvel
17716,Todd Russell,Secret,Bad,White,Blond,Male,Yes,10,"2002, January",New Earth,DC
17717,Jeff Hagees,Secret,Bad,Blue,Red,Male,No,16,"1991, July",Earth-616,Marvel
17718,Hit-Monkey,Secret,Neutral,Amber,Grey,Male,Yes,13,"2010, April",Earth-616,Marvel
17719,Hrolf,Secret,Bad,Blue,Red,Male,Yes,1,"1999, December",Earth-616,Marvel
17720,Zenith,Secret,Neutral,Red,Bald,Male,Yes,1,"1990, June",Earth-616,Marvel
17721,Tithe Collector,Non-dual,Bad,Red,Black,Male,Yes,7,"1993, December",Earth-616,Marvel
17722,Lord Ruthven,Secret,Good,Blue,Brown,Male,Yes,1,"1973, June",Earth-616,Marvel
17723,Crystal Frost,Public,Good,Blue,Blue,Female,No,18,"1978, June",New Earth,DC
17724,Roberto Ferrar,Secret,Bad,Brown,Black,Male,No,1,"2007, November",Earth-616,Marvel
17725,Cat-Man,Secret,Bad,Green,Bald,Male,Yes,2,"1997, April",Earth-616,Marvel
17726,Atlas,Non-dual,Neutral,Blue,Grey,Male,Yes,7,"1985, June",Earth-616,Marvel
17727,Rosalyn Mays,Secret,Bad,Blue,Bald,Female,Yes,1,"2010, August",New Earth,DC
17728,Satan,Secret,Bad,Green,Black,Male,Yes,1,"1942, August",Earth-616,Marvel
17729,Tumult,Secret,Bad,Brown,Blond,Male,Yes,5,"1998, December",New Earth,DC
17730,Victor Christianson,Secret,Neutral,Blue,Brown,Male,Yes,1,"1978, June",New Earth,DC
17731,Mr. Canfield,Public,Good,Brown,Grey,Male,No,2,"2003, January",Earth-616,Marvel
17732,Henry Gyrich,Non-dual,Neutral,Blue,White,Male,Yes,4,"1996, November",Earth-616,Marvel
17733,Heinrich Zemo,Public,Bad,Blue,Grey,Male,No,115,"1964, March",Earth-616,Marvel
17734,Michael Lasky,Secret,Good,Blue,Blond,Male,Yes,10,"2006, August",New Earth,DC
17735,Kieran Calahan,Public,Good,Black,Blond,Male,Yes,4,"2005, February",New Earth,DC
17736,Psykos,Secret,Good,Red,Bald,Male,Yes,1,"2000, February",Earth-616,Marvel
17737,Terrence Sloane,Secret,Good,Blue,Brown,Male,No,151,"1942, January",New Earth,DC
17738,Bathsheva Joseph,Non-dual,Good,Blue,Variable,Female,No,17,"1994, May",Earth-616,Marvel
17739,Savage,Secret,Good,Black,No,Male,Yes,4,"2012, April",Earth-616,Marvel
17740,Luke Merriweather,Secret,Good,Blue,Blond,Male,Yes,19,"1982, July",Earth-616,Marvel
17741,Winston Manchester,Secret,Good,Brown,Brown,Male,Yes,13,"1988, September",Earth-616,Marvel
17742,Lawrence Trapp,Secret,Bad,Silver,Red,Male,Yes,7,"1998, June",New Earth,DC
17743,Linda,Public,Neutral,Brown,Brown,Female,Yes,1,"2013, April",Earth-616,Marvel
17744,Robert Delgado,Secret,Bad,Blue,Black,Male,No,3,"1988, August",Earth-616,Marvel
17745,Victor Bragg,Secret,Bad,Brown,Brown,Male,Yes,4,"1960, May",New Earth,DC
17746,Mark Cadmon,Secret,Good,Black,Red,Male,Yes,12,"1980, October",Earth-616,Marvel
17747,Kuryestan,Secret,Bad,Black,Brown,Male,Yes,5,"1990, July",Earth-616,Marvel
17748,Keith Robert White,Public,Bad,Brown,Black,Male,Yes,21,"1991, July",New Earth,DC
17749,Vargas,Secret,Bad,Brown,Black,Male,No,16,"2001, July",Earth-616,Marvel
17750,Hunter,Secret,Neutral,Blue,Black,Male,Yes,9,"2005, September",Earth-616,Marvel
17751,Glibberquip,Non-dual,Good,Blue,Black,Male,No,2,"2010, July",New Earth,DC
17752,Doctor Chowder,Public,Good,Green,White,Male,No,1,"1980, April",Earth-616,Marvel
17753,Black Lotus,Secret,Bad,Brown,Black,Female,Yes,7,"1983, November",Earth-616,Marvel
17754,Vacuum,Public,Bad,Black,Grey,Male,Yes,1,"1995, December",Earth-616,Marvel
17755,Max Eisenhardt,Secret,Bad,Blue,White,Male,Yes,52,"1995, December",Earth-616,Marvel
17756,Abu-Gita,Public,Good,Blue,Black,Female,Yes,3,1999,New Earth,DC
17757,Jeremy Logan,Secret,Neutral,Blue,Blond,Male,Yes,8,"1968, March",Earth-616,Marvel
17758,Franklin Richards,Non-dual,Good,Blue,Blond,Male,Yes,473,"1968, November",Earth-616,Marvel
